PRISM Time Series Data
Location:  Lat: 40.7500   Lon: -122.0417   Elev: unknown
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 4km
Period: 1991-01-01 - 1991-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Mar-31
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
1991-03-23,14.01,1.3,6.3,11.4
1991-03-24,20.03,2.2,4.5,6.9
1991-03-25,16.02,1.7,4.1,6.5
1991-03-26,23.04,0.6,4.0,7.4
1991-03-27,1.78,-0.6,4.1,8.8
1991-03-28,0.00,-0.9,8.3,17.5
1991-03-29,0.00,1.1,9.6,18.2
1991-03-30,0.00,3.7,13.3,23.0
1991-03-31,0.00,5.2,14.1,23.1
1991-04-01,0.01,7.6,14.2,20.9
1991-04-02,2.54,7.6,11.7,15.8
1991-04-03,0.00,5.5,11.6,17.6
1991-04-04,0.00,4.9,12.0,19.1
1991-04-05,0.00,6.4,14.2,22.1
1991-04-06,18.08,7.5,11.2,14.9
1991-04-07,0.00,3.0,9.1,15.2
1991-04-08,0.00,2.1,9.1,16.1
1991-04-09,0.00,4.7,12.9,21.0
1991-04-10,0.00,2.8,11.3,19.8
1991-04-11,0.00,1.8,7.5,13.2
1991-04-12,0.00,2.6,10.1,17.5
1991-04-13,0.00,5.4,14.2,23.0
1991-04-14,0.00,5.4,14.2,23.0
1991-04-15,7.51,4.8,12.5,20.2
1991-04-16,2.42,3.9,8.9,13.9
1991-04-17,1.00,5.0,11.3,17.6
1991-04-18,0.70,5.3,12.4,19.5
1991-04-19,0.71,5.3,12.3,19.2
1991-04-20,3.08,5.3,13.0,20.7
1991-04-21,1.90,6.5,9.5,12.5
1991-04-22,0.00,7.0,13.1,19.2
1991-04-23,4.91,6.6,14.5,22.3
1991-04-24,3.08,7.6,10.7,13.8
1991-04-25,8.66,4.4,9.0,13.7
1991-04-26,1.22,3.7,8.2,12.6
1991-04-27,0.00,4.0,11.5,19.0
1991-04-28,0.00,4.8,13.4,22.0
1991-04-29,0.00,7.6,16.2,24.8
1991-04-30,0.00,6.6,15.9,25.2
1991-05-01,0.14,5.9,14.4,22.9
1991-05-02,1.17,5.1,8.9,12.7
1991-05-03,2.28,5.9,11.3,16.7
1991-05-04,0.00,6.5,14.6,22.7
1991-05-05,0.00,6.1,15.4,24.7
1991-05-06,0.00,9.8,16.2,22.6
1991-05-07,0.00,7.8,15.5,23.1
1991-05-08,4.34,8.8,16.2,23.6
1991-05-09,0.00,4.2,10.8,17.4
1991-05-10,0.00,5.0,11.0,16.9
1991-05-11,0.00,5.5,12.7,19.8
1991-05-12,0.00,7.7,14.0,20.2
1991-05-13,12.75,8.1,14.3,20.4
1991-05-14,8.20,5.8,10.1,14.4
1991-05-15,0.00,6.2,14.9,23.6
1991-05-16,0.00,11.6,19.0,26.4
1991-05-17,10.99,7.0,14.0,21.0
1991-05-18,10.88,5.0,9.4,13.8
1991-05-19,1.17,3.9,8.6,13.3
1991-05-20,0.00,4.9,12.8,20.7
1991-05-21,0.00,7.7,15.8,23.9
1991-05-22,0.00,10.5,19.9,29.4
1991-05-23,0.00,12.3,21.5,30.7
1991-05-24,0.00,12.2,21.6,31.1
1991-05-25,0.00,12.4,21.3,30.2
1991-05-26,0.00,11.3,18.5,25.6
1991-05-27,0.00,10.7,18.2,25.7
1991-05-28,0.00,11.0,19.3,27.5
1991-05-29,0.00,10.3,18.3,26.2
1991-05-30,4.77,7.3,11.7,16.2
1991-05-31,0.00,7.2,13.3,19.4
1991-06-01,0.00,10.6,19.9,29.3
1991-06-02,0.00,14.3,23.5,32.7
1991-06-03,0.00,14.0,23.1,32.1
1991-06-04,0.00,12.8,21.3,29.9
1991-06-05,0.00,11.4,18.9,26.5
1991-06-06,0.00,10.6,19.2,27.8
1991-06-07,0.00,11.0,19.6,28.1
1991-06-08,0.00,12.3,22.4,32.4
1991-06-09,0.00,16.0,24.7,33.3
1991-06-10,0.00,17.2,27.1,37.1
1991-06-11,0.00,17.9,27.7,37.5
1991-06-12,0.00,17.1,26.5,36.0
1991-06-13,0.00,14.5,23.5,32.5
1991-06-14,0.00,11.8,20.0,28.3
1991-06-15,0.00,10.1,19.9,29.7
1991-06-16,0.00,11.5,21.2,31.0
1991-06-17,0.00,12.3,20.6,28.8
1991-06-18,0.00,11.2,21.0,30.8
1991-06-19,0.00,13.4,21.8,30.2
1991-06-20,0.20,10.1,16.1,22.1
1991-06-21,0.00,10.1,18.6,27.1
1991-06-22,0.00,10.0,19.2,28.4
1991-06-23,0.00,11.4,19.9,28.4
1991-06-24,0.00,11.3,18.5,25.7
1991-06-25,0.06,11.5,18.7,25.8
1991-06-26,2.27,11.4,18.4,25.4
1991-06-27,3.33,10.5,17.2,23.9
1991-06-28,1.71,12.1,17.4,22.6
1991-06-29,8.77,13.2,16.8,20.4
1991-06-30,0.00,12.3,17.9,23.5
1991-07-01,0.00,14.7,23.7,32.8
1991-07-02,0.00,20.9,29.6,38.2
1991-07-03,0.00,22.3,32.1,41.8
1991-07-04,0.00,22.3,32.9,43.5
1991-07-05,0.00,21.5,32.4,43.4
1991-07-06,0.00,18.5,29.2,39.9
1991-07-07,0.00,17.1,27.0,36.8
1991-07-08,0.00,16.5,26.6,36.8
1991-07-09,0.00,16.2,25.8,35.5
1991-07-10,0.00,16.3,25.1,33.8
1991-07-11,0.00,17.0,26.3,35.7
1991-07-12,0.00,18.1,28.1,38.1
1991-07-13,0.00,18.7,27.7,36.6
1991-07-14,0.00,17.2,25.9,34.6
1991-07-15,0.00,16.2,24.6,33.0
1991-07-16,0.00,16.0,22.8,29.6
1991-07-17,0.00,16.1,20.6,25.1
1991-07-18,0.00,16.3,24.0,31.8
1991-07-19,0.00,15.4,25.7,35.9
1991-07-20,2.00,17.5,25.7,33.9
1991-07-21,2.58,17.7,25.8,33.8
1991-07-22,0.00,18.0,27.6,37.2
1991-07-23,0.00,19.2,28.9,38.6
1991-07-24,0.00,18.7,27.8,36.9
1991-07-25,0.00,18.4,27.2,36.0
1991-07-26,0.00,18.2,27.1,36.1
1991-07-27,0.00,19.9,29.2,38.5
1991-07-28,0.00,20.5,30.8,41.2
1991-07-29,0.00,20.3,30.6,40.9
1991-07-30,0.00,21.1,31.6,42.0
1991-07-31,0.00,21.3,31.3,41.3
1991-08-01,0.00,16.7,26.9,37.1
1991-08-02,0.00,15.9,25.7,35.5
1991-08-03,0.00,15.2,25.4,35.7
1991-08-04,0.00,15.1,24.1,33.2
1991-08-05,0.00,14.1,23.5,33.0
1991-08-06,0.00,14.3,23.4,32.6
1991-08-07,0.00,14.6,21.5,28.3
1991-08-08,0.00,15.6,22.4,29.3
1991-08-09,0.00,13.6,24.3,35.0
1991-08-10,0.00,17.0,25.8,34.6
1991-08-11,0.00,16.7,26.8,36.8
1991-08-12,0.00,16.5,26.9,37.4
1991-08-13,0.00,16.9,26.5,36.2
1991-08-14,0.00,17.1,25.0,32.9
1991-08-15,6.74,16.9,26.9,36.9
1991-08-16,0.00,15.4,22.9,30.4
1991-08-17,0.00,14.8,24.9,35.0
1991-08-18,0.00,15.1,25.1,35.1
1991-08-19,0.00,15.0,24.4,33.8
1991-08-20,0.00,15.8,25.3,34.8
1991-08-21,0.00,16.1,26.0,35.9
1991-08-22,0.00,16.0,26.5,37.1
1991-08-23,0.00,15.1,25.9,36.6
1991-08-24,0.00,17.1,26.8,36.6
1991-08-25,0.00,16.6,26.2,35.9
1991-08-26,0.00,13.4,22.8,32.3
1991-08-27,0.00,11.6,21.2,30.7
1991-08-28,0.00,11.2,18.7,26.2
1991-08-29,0.00,13.8,19.6,25.3
1991-08-30,0.00,14.3,23.0,31.6
1991-08-31,0.00,14.9,24.4,33.8
1991-09-01,0.00,16.0,24.6,33.2
1991-09-02,0.00,17.2,25.9,34.6
1991-09-03,0.00,17.5,27.8,38.1
1991-09-04,0.00,18.1,29.1,40.1
1991-09-05,0.00,20.0,30.3,40.6
1991-09-06,0.00,20.1,30.0,40.0
1991-09-07,0.00,16.7,26.2,35.7
1991-09-08,0.00,15.3,23.2,31.2
1991-09-09,0.00,14.6,23.5,32.4
1991-09-10,0.00,12.1,20.6,29.0
1991-09-11,0.00,10.9,19.7,28.6
1991-09-12,0.00,12.7,23.1,33.5
1991-09-13,0.00,14.4,24.4,34.5
1991-09-14,0.00,14.9,23.7,32.5
1991-09-15,0.00,14.7,24.3,33.9
1991-09-16,0.00,14.4,25.9,37.5
1991-09-17,0.00,15.8,27.2,38.7
1991-09-18,0.00,16.6,28.9,41.3
1991-09-19,0.00,17.9,28.9,40.0
1991-09-20,0.00,17.8,28.2,38.5
1991-09-21,0.00,16.0,25.8,35.6
1991-09-22,0.00,17.2,25.6,34.0
1991-09-23,0.00,14.6,25.4,36.2
1991-09-24,0.00,15.1,26.6,38.1
1991-09-25,0.00,16.1,27.7,39.4
1991-09-26,0.00,16.4,27.5,38.6
1991-09-27,0.00,15.3,25.0,34.7
1991-09-28,0.00,15.6,24.3,33.0
1991-09-29,0.00,14.7,24.8,34.8
1991-09-30,0.00,16.4,26.6,36.8
1991-10-01,0.00,16.2,26.6,37.0
1991-10-02,0.00,15.9,26.4,36.8
1991-10-03,0.00,16.5,26.8,37.1
1991-10-04,0.00,14.7,25.9,37.1
1991-10-05,0.00,13.8,24.7,35.7
1991-10-06,0.00,13.9,23.5,33.2
1991-10-07,0.00,12.9,22.7,32.6
1991-10-08,0.00,12.7,22.0,31.3
1991-10-09,0.00,12.8,22.8,32.8
1991-10-10,0.00,13.6,25.0,36.3
1991-10-11,0.00,15.6,26.5,37.4
1991-10-12,0.00,15.7,26.6,37.6
1991-10-13,0.00,14.8,25.7,36.5
1991-10-14,0.00,13.2,24.9,36.5
1991-10-15,0.00,14.4,25.8,37.2
1991-10-16,0.00,13.4,23.7,34.1
1991-10-17,0.00,12.3,21.9,31.5
1991-10-18,0.00,12.6,22.1,31.7
1991-10-19,0.00,12.4,22.2,32.0
1991-10-20,0.00,15.9,23.7,31.4
1991-10-21,0.00,13.9,22.2,30.4
1991-10-22,0.00,10.1,20.1,30.1
1991-10-23,3.11,4.6,12.5,20.3
1991-10-24,0.00,4.6,11.3,18.0
1991-10-25,2.60,6.4,9.6,12.7
1991-10-26,40.80,7.4,10.6,13.8
1991-10-27,10.97,4.4,10.4,16.4
1991-10-28,0.00,3.2,9.1,15.0
1991-10-29,0.66,4.6,10.4,16.2
1991-10-30,0.00,4.3,10.9,17.5
1991-10-31,0.00,4.6,10.9,17.3
1991-11-01,0.00,3.7,12.1,20.5
1991-11-02,0.00,5.2,13.4,21.7
1991-11-03,0.00,6.7,14.4,22.1
1991-11-04,0.00,7.6,14.8,22.0
1991-11-05,0.00,7.4,14.6,21.7
1991-11-06,0.00,8.8,17.6,26.4
1991-11-07,0.00,10.5,18.8,27.0
1991-11-08,0.00,11.1,19.2,27.3
1991-11-09,10.25,10.7,14.3,18.0
1991-11-10,0.00,9.1,15.6,22.1
1991-11-11,0.00,9.6,15.6,21.6
1991-11-12,0.00,7.8,16.0,24.2
1991-11-13,0.00,8.4,15.2,22.0
1991-11-14,0.00,6.3,12.6,19.0
1991-11-15,0.00,3.7,9.9,16.0
1991-11-16,0.00,1.5,9.3,17.1
1991-11-17,22.46,1.8,7.4,13.1
1991-11-18,11.26,4.2,7.2,10.3
1991-11-19,0.00,3.0,8.6,14.2
1991-11-20,7.18,4.1,9.0,14.0
1991-11-21,3.86,4.9,7.3,9.7
1991-11-22,0.00,4.2,9.8,15.3
1991-11-23,0.00,3.1,9.9,16.8
1991-11-24,0.00,3.9,10.9,17.8
1991-11-25,0.00,5.7,12.1,18.6
1991-11-26,0.00,5.4,11.7,18.1
1991-11-27,7.75,5.4,10.7,16.0
1991-11-28,0.00,3.5,9.0,14.5
1991-11-29,0.00,2.9,8.5,14.1
1991-11-30,0.00,1.7,7.7,13.6
1991-12-01,0.00,1.9,7.9,14.0
1991-12-02,0.00,1.8,8.3,14.8
1991-12-03,0.00,2.2,9.7,17.1
1991-12-04,0.00,1.7,9.1,16.5
1991-12-05,0.00,2.3,8.7,15.1
1991-12-06,0.00,2.3,8.3,14.3
1991-12-07,16.31,4.3,8.1,11.9
1991-12-08,0.00,4.2,9.4,14.5
1991-12-09,0.00,4.8,10.4,16.1
1991-12-10,0.00,2.5,9.7,16.9
1991-12-11,0.00,1.4,9.1,16.8
1991-12-12,0.00,3.2,9.4,15.7
1991-12-13,0.00,2.6,7.1,11.5
1991-12-14,0.00,1.5,8.0,14.5
1991-12-15,0.00,2.7,7.7,12.6
1991-12-16,0.00,2.8,8.8,14.9
1991-12-17,0.00,3.5,7.9,12.3
1991-12-18,37.38,2.7,7.4,12.1
1991-12-19,10.06,1.8,5.9,10.0
1991-12-20,0.00,0.8,5.9,10.9
1991-12-21,0.00,0.1,6.8,13.4
1991-12-22,0.00,1.0,6.3,11.5
1991-12-23,0.00,1.0,7.5,14.0
1991-12-24,0.00,1.8,8.9,16.1
1991-12-25,0.00,1.5,7.4,13.2
1991-12-26,0.00,2.3,6.9,11.6
1991-12-27,0.00,3.5,7.5,11.5
1991-12-28,20.39,2.9,7.9,13.0
1991-12-29,28.77,4.8,6.9,8.9
1991-12-30,5.34,3.2,5.3,7.4
1991-12-31,0.32,2.7,6.5,10.3
